C A Farley (Hudson, MA)
Coal City High School (Coal City, IL)
Coal City Middle School (Coal City, IL)
Coal Ridge High School (New Castle, CO)
Coalfield School (Coalfield, TN)
Coalgate HS (Coalgate, OK)
Coalinga High (Coalinga, CA)
Coarsegold Elementary (Coarsegold, CA)
Coast High (Huntington Beach, CA)
Coast Union High (Cambria, CA)
Coastal Academy Charter (Oceanside, CA)
Coastal Alternative Program (Cap) (Santa Fe, TX)
Coastal Alternative Program (Santa Fe, TX)
Coastal Buttes (Williams, CA)
Coastal Christian High School (Wilmington, NC)
Coastal Christian School (Pismo Beach, CA)
Coastal Education Center (Palm Coast, FL)
Coastal Horizons Academy (Taft, TX)
Coastal Leadership Academy (Myrtle Beach, SC)
Coastal Learning Center - Monmouth (Howell, NJ)
Coastal Learning Center Atlantic (Northfield, NJ)
Coastal Middle & Sr High School (Lake Park, FL)
Coastal Montessori Charter (Pawleys Island, SC)
Coastal Plains Charter High School - Candler Campus (Metter, GA)
Coastal Preparatory Academy (Wilmington, NC)
Coastal Wash Cty Inst Of Tech (Machias, ME)
Coastline Rop (Costa Mesa, CA)
Coatesville Area Sd Cyber Academy (Coatesville, PA)
Coatesville Area Shs (Coatesville, PA)
Coats-Erwin Middle (Dunn, NC)
Cobalt Institute Of Math And Science Academy (Victorville, CA)
Cobb Horizon High School (Smyrna, GA)
Cobb Preparatory Academy (Anniston, AL)
Cobble Hill School Of American Studies (Brooklyn, NY)
Cobden High School (Cobden, IL)
Cobleskill-Richmondville High School (Richmondville, NY)
Cobre High (Bayard, NM)
Cocalico Shs (Denver, PA)
Cocheco Academy For The Arts (Dover, NH)
Cochrane Collegiate Academy (Charlotte, NC)
Cochrane-Fountain City Elementary (Fountain City, WI)
Cochrane-Fountain City High (Fountain City, WI)
Cochranton Jshs (Cochranton, PA)
Cocke Co Adult High School (Newport, TN)
Cocke Co High School (Newport, TN)
Cockrill Elementary (Nashville, TN)
Cocoa Beach Junior/Senior High School (Cocoa Beach, FL)
Cocoa High School (Cocoa, FL)
Coconino High School (Flagstaff, AZ)
Coconut Creek High School (Coconut Creek, FL)
Codman Academy Charter Public School (Dorchester, MA)
Cody Elementary School (North Platte, NE)
Cody High School (Cody, WY)
Cody High School (Detroit, MI)
Cody Middle School (Cody, WY)
Cody-Kilgore High School (Cody, NE)
Cody-Kilgore Middle School (Cody, NE)
Coe-Brown Northwood Academy (Northwood, NH)
Coeur D' Alene Tribal School (Desmet, ID)
Coeur D'Alene Charter Academy School (Coeur D'Alene, ID)
Coeur D'Alene High School (Coeur D'Alene, ID)
Coffee County Central High School (Manchester, TN)
Coffee County High School (Douglas, GA)
Coffee County Koss Center (Manchester, TN)
Coffeen Elem School (Coffeen, IL)
Coffeeville High School (Coffeeville, MS)
Coffenberry Middle School (Myrtle Creek, OR)
Cogburn Woods Elementary School (Alpharetta, GA)
Coginchaug Regional High School (Durham, CT)
Cohasset High School (Cohasset, MA)
Cohn Elementary School (Port Allen, LA)
Cohoes High School (Cohoes, NY)
Coic - Bend (Bend, OR)
Coic - La Pine (La Pine, OR)
Coic -Redmond (Redmond, OR)
Coile Middle School (Athens, GA)
Coker El (San Antonio, TX)
Coker-Wimberly Elementary (Battleboro, NC)
Cokeville High School (Cokeville, WY)
Col Crawford High School (Crestline, OH)
Col Moses Parker School (Chelmsford, MA)
Col Santos Benavides El (Laredo, TX)
Col. John B. Wyman Elem. (Rolla, MO)
Col. Zadok Magruder High (Rockville, MD)
Colbert County High School (Leighton, AL)
Colbert Elementary School (Colbert, WA)
Colbert Heights High School (Tuscumbia, AL)
Colbert HS (Colbert, OK)
Colby Elementary (Colby, WI)
Colby High (Colby, WI)
Colby Senior High (Colby, KS)
Colchester Elementary School (Colchester, CT)
Colchester High School (Colchester, VT)
Colcord HS (Colcord, OK)
Cold Hollow Career Center (Enosburg Falls, VT)
Cold Spring El Sch (Doylestown, PA)
Cold Spring Elementary (Cold Spring, MN)
Cold Spring Harbor High School (Cold Spring Harbor, NY)
Cold Springs High (Long Barn, CA)
Cold Springs High School (Bremen, AL)
Cold Springs Mennonite School (Abbeville, SC)
Cold Springs Middle School (Reno, NV)
Cold Stream Alternative (Truckee, CA)
Colden Elementary School (Colden, NY)
Coldspring-Oakhurst H S (Coldspring, TX)
Coldwater Elementary School (Anniston, AL)
Coldwater High School (Coldwater, MI)
Coldwater High School (Coldwater, MS)
Coldwater High School (Coldwater, OH)
Coldwater Middle School (Coldwater, OH)
Coldwell El (El Paso, TX)
Cole Camp High (Cole Camp, MO)
Cole Camp Preschool (Cole Camp, MO)
Cole Valley Christian School (Boise, ID)
Cole Valley Christian Schools-Secondary (Meridian, ID)
Colebrook Academy And Elementary School (E) (Colebrook, NH)
Colebrook Academy And Elementary School (H) (Colebrook, NH)
Colebrook Consolidated School (Colebrook, CT)
Coleman Elementary School (Pine Bluff, AR)
Coleman H S (Coleman, TX)
Coleman High (Coleman, WI)
Coleman HS (Coleman, OK)
Coleman Juniorsenior High School (Coleman, MI)
Colerain High School (Cincinnati, OH)
Coles H S And Educational Center (Corpus Christi, TX)
Coleville High (Coleville, CA)
Colfax High (Colfax, CA)
Colfax High (Colfax, WI)
Colfax High School (Colfax, WA)
Colfax-Mingo High School (Colfax, IA)
Colin L Powell El (El Paso, TX)
Colin Powell Elementary School (Union City, NJ)
Coliseum College Prep Academy (Oakland, CA)
Collaborative Arts Middle School (Springfield Gardens, NY)
College & Career Technical Inst. (Pascagoula, MS)
College Academy (The) (New York, NY)
College Academy At Broward College (Davie, FL)
College And Career Academy (Greensboro, AL)
College And Career Advantage (San Juan Capistrano, CA)
College And Career High School (Albuquerque, NM)
College And Career Preparatory Academy (Santa Ana, CA)
College Bridge Academy (Los Angeles, CA)
College Career Technology Academy (Ccta) (El Paso, TX)
College Corner Union Elementary School (College Corner, OH)
College Heights Christian School (Joplin, MO)
College Hill Fundamental Academy (Cincinnati, OH)
College Lakes Elementary (Fayetteville, NC)
College Oaks Elementary School (Lake Charles, LA)
College Of So Nv HS East (N Las Vegas, NV)
College Of So Nv HS South (Henderson, NV)
College Of So Nv HS West (Las Vegas, NV)
College Park Academy (Riverdale, MD)
College Park Elementary (College Park, GA)
College Park Elementary (Greendale, WI)
College Park H S (The Woodlands, TX)
College Park High (Pleasant Hill, CA)
College Park Middle (Orlando, FL)
College Place High School (College Place, WA)
College Place Middle School (Lynnwood, WA)
College Place Open Doors Program (College Place, WA)
College Prep Academy (Jacksonville, AR)
College Prep And Leadership Academy (Jamestown, NC)
College Preparatory School Of America (Lombard, IL)
College Square El Sch (Beaver, PA)
College Station H S (College Station, TX)
College Street Campus (Glasgow, KY)
College View (Glendale, CA)
College View Academy (Lincoln, NE)
College View Campus (Elizabethtown, KY)
College View Elementary (Council Bluffs, IA)
College View H S (College Station, TX)
College View School (Joplin, MO)
College Wood Elementary School (Carmel, IN)
Collegedale Academy (Collegedale, TN)
Collegiate Academy Of Colorado (Littleton, CO)
Collegiate Academy-Math-Personal Awa (Brooklyn, NY)
Collegiate Baton Rouge (Baton Rouge, LA)
Collegiate Charter High School Of Los Angeles (Los Angeles, CA)
Collegiate H S (Corpus Christi, TX)
Collegiate Hall Charter School (Tulsa, OK)
Collegiate High School At Northwest Florida State College (Niceville, FL)
Collegiate Institute For Math And Science (Bronx, NY)
Collegiate Preparatory Academy (Denver, CO)
Collegiate School (New York, NY)
Collegiate School (Passaic, NJ)
Collegiate School (Richmond, VA)
Collegiate School Of Med/Bio (St. Louis, MO)
Collegium Cs (Exton, PA)
Colleton County High (Walterboro, SC)
Colleton County Middle (Walterboro, SC)
Colleton Preparatory Academy (Walterboro, SC)
Colleyville Heritage H S (Colleyville, TX)
Collier School (Wickatunk, NJ)
Collier Virtual Instruction Course Offerings (Naples, FL)
Collier Virtual Instruction Program (Naples, FL)
Collierville Elementary School (Collierville, TN)
Collierville High School (Collierville, TN)
Collin County Cornerstone Christian Academy (Mckinney, TX)
Collingswood High School (Collingswood, NJ)
Collingswood Middle School (Collingswood, NJ)
Collins Academy High School (Chicago, IL)
Collins Colony Elementary - 06 (Iroquois, SD)
Collins Elementary (Tacoma, WA)
Collins Elementary School (Livingston, NJ)
Collins Es (Bristow, OK)
Collins High School (Collins, MS)
Collins Hill High School (Suwanee, GA)
Collins-Maxwell Elementary School (Collins, IA)
Collins-Maxwell Middle/High School (Maxwell, IA)
Collinsriverside Middle School (Northport, AL)
Collinsville Area Career Ctr (Collinsville, IL)
Collinsville H S (Collinsville, TX)
Collinsville High School (Collinsville, AL)
Collinsville High School (Collinsville, IL)
Collinsville HS (Collinsville, OK)
Collinsville Upper Es (Collinsville, OK)
Collinwood High School (Cleveland, OH)
Collinwood High School (Collinwood, TN)
Collinwood Middle School (Collinwood, TN)
Colman-Egan High School - 01 (Colman, SD)
Colmesneil El (Colmesneil, TX)
Colmesneil Jh/HS (Colmesneil, TX)
Colo-Nesco Middle/High School (Colo, IA)
Coloma High School (Coloma, MI)
Colome High School - 01 (Colome, SD)
Colon High School (Colon, MI)
Colonel Academy (Williamsburg, KY)
Colonel Fred Cherry Middle School (Suffolk, VA)
Colonel Joseph C. Rodriguez Prep Academy (San Bernardino, CA)
Colonel Richardson High School (Federalsburg, MD)
Colonel Wright Elementary School (The Dalles, OR)
Colonia High School (Colonia, NJ)
Colonia Middle School (Colonia, NJ)
Colonial Beach Elem (Colonial Beach, VA)
Colonial Beach High (Colonial Beach, VA)
Colonial Christian School (Homestead, FL)
Colonial Christian School (Indianapolis, IN)
Colonial Elem (Blue Ridge, VA)
Colonial Elementary School (Fort Myers, FL)
Colonial Forge High (Stafford, VA)
Colonial Heights High (Colonial Heights, VA)
Colonial Heights Middle (Kingsport, TN)
Colonial High (Orlando, FL)
Colonial Road School (Franklin Lakes, NJ)
Colonial Trail Elem (Glen Allen, VA)
Colonie Central High School (Albany, NY)
Colony Basic Skills Alternative High (Hilmar, CA)
Colony High (Ontario, CA)
Colony High School (Palmer, AK)
Colony Meadows El (Sugar Land, TX)
Colony Middle School (Palmer, AK)
Colorado Academy (Denver, CO)
Colorado Connections Academy (Englewood, CO)
Colorado Connections Academy @ Durango (Durango, CO)
Colorado Early College Fort Collins (Fort Collins, CO)
Colorado Early Colleges Aurora (Aurora, CO)
Colorado Early Colleges Douglas County (Parker, CO)
Colorado Early Colleges Windsor (Windsor, CO)
Colorado El And Middle (Colorado City, TX)
Colorado H S (Colorado City, TX)
Colorado High School Charter - Ges (Denver, CO)
Colorado High School Charter (Denver, CO)
Colorado Preparatory Academy High School (Westminster, CO)
Colorado River Collegiate Academy (Bastrop, TX)
Colorado Rocky Mountain School (Carbondale, CO)
Colorado School For The Deaf And Blind (Colorado Springs, CO)
Colorado Springs Charter Academy (Colorado Springs, CO)
Colorado Springs Early Colleges (Colorado Springs, CO)
Colorado Timberline Academy (Durango, CO)
Colorado'S Finest High School Of Choice (Englewood, CO)
Colossus Private School (Orlando, FL)
Colquitt Christian Academy (Moultrie, GA)
Colquitt County High School (Norman Park, GA)
Colstrip High School (Colstrip, MT)
Colton High (Colton, CA)
Colton High School (Colton, OR)
Colton School (Colton, WA)
Colton-Pierrepont Central School (Colton, NY)
Colton-Redlands-Yucaipa Rop (Redlands, CA)
Colts Neck High School (Colts Neck, NJ)
Columbia 6th Grade Academy (Logansport, IN)
Columbia Academy (Columbia, TN)
Columbia Academy Anchor Program (Columbia Heights, MN)
Columbia Adventist Academy (Battle Ground, WA)
Columbia Alternative Education (Clarklake, MI)
Columbia Alternative School (Hunters, WA)
Columbia Area Career Ctr. (Columbia, MO)
Columbia Basin Technical Skills Center (Moses Lake, WA)
Columbia Central High School (Brooklyn, MI)
Columbia Central High School (Columbia, TN)
Columbia Christian School (Magnolia, AR)
Columbia Christian Schools (Portland, OR)
Columbia City High School (Columbia City, IN)
Columbia Correctional Institution (Portage, WI)
Columbia County Christian School (Bloomsburg, PA)
Columbia Elementary School (Mount Vernon, OH)
Columbia Falls High Schl (Columbia Falls, MT)
Columbia Falls Jr HS (Columbia Falls, MT)
Columbia Grammar & Preparatory School (New York, NY)
Columbia H S (West Columbia, TX)
Columbia Heights Education Campus (Washington, DC)
Columbia Heights Elementary (Longview, WA)
Columbia Heights Senior High (Columbia Heights, MN)
Columbia High (Columbia, SC)
Columbia High And Elementary (Hunters, WA)
Columbia High School (Burbank, WA)
Columbia High School (Columbia Station, OH)
Columbia High School (Columbia, IL)
Columbia High School (Columbia, MS)
Columbia High School (Decatur, GA)
Columbia High School (East Greenbush, NY)
Columbia High School (Huntsville, AL)
Columbia High School (Lake City, FL)
Columbia High School (Maplewood, NJ)
Columbia High School (Nampa, ID)
Columbia High School (White Salmon, WA)
Columbia HS (Columbia, PA)
Columbia Independent School (Columbia, MO)
Columbia Middle School (Berkeley Hts, NJ)
Columbia Middle School (Decatur, GA)
Columbia Park Elementary (Landover, MD)
Columbia River High (Vancouver, WA)
Columbia School (West Jordan, UT)
Columbia Secondary School (New York, NY)
Columbia Secure Center For Girls (Claverack, NY)
Columbia Upper Elementary School (Brooklyn, MI)
Columbia Valley Elementary (Vancouver, WA)
Columbia Virtual Franchise (Lake City, FL)
Columbia Virtual Instruction Program (District Provided) (Lake City, FL)
Columbia Virtual Instruction Program (Lake City, FL)
Columbia-East Valley K-6 Community Day (Redding, CA)
Columbia-Montour Avts (Bloomsburg, PA)
Columbian High School (Tiffin, OH)
Columbiana County (Lisbon, OH)
Columbiana High School (Columbiana, OH)
Columbiana Middle School (Columbiana, AL)
Columbine Elementary School (Boulder, CO)
Columbine Elementary School (Fort Morgan, CO)
Columbine Elementary School (Woodland Park, CO)
Columbine High School (Littleton, CO)
Columbus (Christopher) High (Downey, CA)
Columbus Africentric Early College Es (Columbus, OH)
Columbus Africentric Early College High School (Columbus, OH)
Columbus Alternative High School (Columbus, OH)
Columbus Alternative School (Columbus, TX)
Columbus Area Career Connection (Columbus, IN)
Columbus Arts & Technology Academy (Columbus, OH)
Columbus Avenue School (Freeport, NY)
Columbus Career And College Academy (Whiteville, NC)
Columbus Catholic High School (Waterloo, IA)
Columbus Catholic Middle & High School (Marshfield, WI)
Columbus Christian Academy (Steens, MS)
Columbus Christian School (Columbus, IN)
Columbus Collegiate Academy (Columbus, OH)
Columbus Community Center (Salt Lake City, UT)
Columbus Community High School (Columbus Junction, IA)
Columbus Downtown High School (Columbus, OH)
Columbus East High School (Columbus, IN)
Columbus El (Columbus, TX)
Columbus Elementary (Columbus, NM)
Columbus Elementary School (Carteret, NJ)
Columbus Elementary School (Mcminnville, OR)
Columbus Family Academy (New Haven, CT)
Columbus Girls Academy (Seale, AL)
Columbus Grove High School (Columbus Grove, OH)
Columbus H S (Columbus, TX)
Columbus High (Columbus, KS)
Columbus High (Columbus, WI)
Columbus High School (Columbus, GA)
Columbus High School (Columbus, MS)
Columbus High School (Columbus, MT)
Columbus High School (Columbus, NE)
Columbus Intermediate School (Bedford, OH)
Columbus Middle School (Columbus, MT)
Columbus North High School (Columbus, IN)
Columbus North International School (7-12) (Columbus, OH)
Columbus Park (Worcester, MA)
Columbus Preparatory Academy (Columbus, OH)
Columbus School At The Franko Building (Mount Vernon, NY)
Columbus School For Girls (Columbus, OH)
Columbus Scioto 6-12 (Columbus, OH)
Columbus Torah Academy (Columbus, OH)
Columbus West Elementary School (Cicero, IL)
Colusa Alternative High (Continuation) (Colusa, CA)
Colusa Alternative Home (Colusa, CA)
Colusa High (Colusa, CA)
Colville Fish Hatchery (Colville, WA)
Colville Senior High School (Colville, WA)
Colwich Elem (Colwich, KS)
Comal Academy (New Braunfels, TX)
Comal Discipline Center (New Braunfels, TX)
Coman Hill School (Armonk, NY)
Comanche Early Childhood Center (Comanche, TX)
Comanche Elementary (Albuquerque, NM)
Comanche H S (Comanche, TX)
Comanche HS (Comanche, OK)
Combine Academy (Lincolnton, NC)
Combre-Fondel Elementary School (Lake Charles, LA)
Combs High School (San Tan Valley, AZ)
Combs Online School For Success (San Tan Vly, AZ)
Come Back Butte Charter (Oroville, CA)
Come Back Charter (Merced, CA)
Come Back Kids (Riverside, CA)
Comenius School For Creative Leadership (Fort Mill, SC)
Comer Elementary School (Comer, GA)
Comfort El (Comfort, TX)
Comfort H S (Comfort, TX)
Comfrey Secondary (Comfrey, MN)
Comm Based Trans Program (Tacoma, WA)
Comm H S Dist 99 - North H S (Downers Grove, IL)
Comm H S Dist 99 - South High Sch (Downers Grove, IL)
Commack High School (Commack, NY)
Commander Academy (Springfield, KY)
Commerce El (Commerce, TX)
Commerce H S (Commerce, TX)
Commerce High School (Commerce, GA)
Commerce HS (Commerce, OK)
Commerce Middle (Commerce, TX)
Commerce Ms (Commerce, OK)
Commerce Primary (Commerce, GA)
Commission Leadership Academy (Raleigh, NC)
Commodore Perry Jshs (Hadley, PA)
